Time,V1,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
83952,-0.0976516914,0.0937513510,-0.2407554222,0.1709071600,0.2543138386,-1.4961367000600,-0.1411666329,0.3020274291,-1.3202463955,-1.4531919637,0.7099366697
115694,0.0684164702,0.3815761515,-0.1090920647,-0.2608781615,-1.0705987545,-1.4639752776647,0.1982363202,-1.2310259313,-0.7336870785,0.0131615729,-1.8847526060
5446,0.2477634961,-0.1544185847,0.2117812457,0.0282807425,-0.3856804142,1.9130299472512,-0.2907415680,0.8159855724,0.1939782473,0.8035866700,-0.5190042435
100895,0.0568791550,0.0130438806,-0.1832409540,1.5622194692,1.3376371830,0.7313445393133,-0.0673054464,1.3071371265,-0.6409793367,-2.1060671580,0.0072891290
70227,-0.3576205486,-0.3169520069,-0.2955290850,2.1263351633,-0.4453837319,1.6807083852427,-0.0642409449,-0.6889057829,-1.3138898897,-1.0768636907,-0.7004026350
108918,-0.3722690077,0.0738709855,-0.0125315869,-0.4127971863,0.0595977127,-0.3593041782414,0.0287994384,0.3173601186,1.1411317134,0.5767057388,-2.0800615965
85281,-0.2325311144,-0.0691551807,0.1967075505,-1.2573540510,0.2169830488,0.1033819512443,0.1253262592,-1.3900849076,-2.0893465861,2.9132478827,1.5849451672
114488,-0.0082286469,0.2225586341,0.0784752375,0.4345563084,-0.1260086726,0.1017897404525,0.0957675297,-0.8811991826,0.0845478707,-0.8939606859,5.4702221676
142195,0.0025125347,0.2461759085,-0.0822480457,0.9344387466,0.2229434799,2.4294891797364,-0.0411403540,0.0592596090,0.7410120431,-0.6658727178,1.1825632928
9588,-0.3611653657,0.3982659558,0.3062474213,0.9936466501,0.1187454043,0.0430696962788,0.3098926346,-2.0362209881,-1.4906275372,-1.3865210088,-0.4410300185
42348,-0.0559020215,-0.1398929913,0.0313197254,0.5741249761,0.1865818047,0.7546024499784,-0.1086556726,2.0986809972,-0.1557064106,0.6948793595,0.5144583486
22209,0.0072053651,0.0442036459,0.0049078759,1.6448044289,0.0565010902,1.1056579978936,-0.4949455831,3.1256080126,0.2676615812,1.3951863937,0.0819209811
48793,0.0712476122,-0.2890656506,-0.1623483803,0.9697725655,0.1474601698,-0.4618968489662,-0.3997606162,0.8059132030,-0.1227166357,-1.5098207757,1.1538767107
132381,-0.0739136961,0.2159267605,0.0266793225,0.5216783114,0.3891532704,0.3394578742985,-0.3325538462,1.0766729378,0.4188290754,-0.5541955373,0.6071716647
34521,0.2225162020,0.0841433689,-0.0367340149,0.5244794163,-0.7260845882,3.0262750652565,0.2165839800,0.2917703377,-1.0773554003,1.3102338403,1.0341231865
137809,0.1935221399,0.3200232368,0.3186427030,-0.6284568167,-0.4095902121,0.8505689832092,-0.1357900450,1.7701471994,0.7989167201,-1.1437533631,0.9448218918
7511,0.0750127060,-0.1758383225,-0.2215855980,-0.0317627572,0.2590084849,3.5314036066787,0.0010859149,-1.1599060896,-1.2729441121,0.5198286752,-0.2444765983
52398,0.2277477168,-0.1459243810,0.2240364614,-0.0485469419,-0.1686011818,0.3309795240775,-0.1270053572,0.1364458980,1.7164233911,2.1974933604,-2.4400526475
6541,0.0630531069,-0.1341429097,-0.1131570083,-1.6361485487,-0.3424581585,1.4243856583618,-0.0636720214,-1.3795220417,-0.0533193918,0.9042909544,0.9906562870
167760,-0.0638346612,-0.2000910299,-0.0609701932,-0.4328506774,0.1686323161,-2.7482868813222,-0.0286848918,4.4355733764,-0.5757174807,-1.7103918016,-2.9530361291
103455,0.2315821078,-0.4613822851,0.1084320304,0.2328640043,-0.3510763721,0.3948173297390,0.3777455445,-0.8352675195,0.4324331801,0.5373175530,-1.1921582627
46333,0.3453575440,-0.1571629703,-0.4455629624,0.3343495937,-0.1939774317,1.1525497546160,-0.6047799496,0.7289083749,1.1769237064,1.6539885807,-1.9254026143
120310,-0.1499950889,-0.1281879774,0.3835429787,-0.0216698798,-0.6138457394,-2.1348362938888,0.0450157270,-0.3230167090,-0.6234030314,-0.4417249038,3.1488485216
41929,0.4091491742,-0.1395493759,-0.3333253878,1.2732686507,0.1253292719,-1.2150431933483,0.3381428762,-1.9904032817,-0.6628260402,0.9648248147,-2.4893666281
79514,-0.0468686219,-0.3178478334,0.2782308846,0.2612365571,0.0761999002,-1.2755297880080,0.3902911350,0.6460188295,0.7415949422,1.6793917638,-1.8723007677
154482,0.5107924875,0.3135002076,-0.4990935307,-0.6683633378,-0.6700021555,0.8655756640768,0.1643144590,0.9615937799,-1.0643208642,-0.9526751782,4.1913362827
74210,0.4059046107,0.0230952530,-0.1872591852,-1.3119858008,0.0625159954,0.0709666068917,0.5970990725,2.3682557741,2.9446265691,-0.3352628284,0.5813222080
13100,-0.3184391835,-0.2339230856,-0.1426901115,-0.3458064514,0.5529498113,0.4215817520423,0.0176883086,0.8708251204,-0.9289730686,0.8669217083,-1.4850690357
52429,0.0646943988,-0.2411581525,-0.0745872220,0.5793350802,0.1607015914,-2.1438202576949,-0.6106648162,-1.3317146217,-1.9310879449,0.4770000661,0.9665533395
171415,-0.2094423426,0.1031228700,0.2943491204,0.4612819381,-0.0800883200,3.0747181136744,0.2009760934,1.6859376825,0.0873938506,0.2847567374,1.1138322389
162547,0.7213351730,-0.5721424945,-0.3867173713,0.2077774574,0.7596374824,-1.0044880756020,0.0938932569,0.1931633442,0.4485188052,1.1642081777,-3.9384626481
91154,-0.1200179220,0.2645375268,-0.0988829532,0.3875407868,0.0905615155,-2.6710043989799,0.0877387939,1.8604253855,0.8315585507,-1.4175385166,0.9814375634
151989,0.0761800255,-0.0667738286,0.3359858935,-1.0639733358,-0.6004409256,-2.0425692290108,-0.0993525513,-1.9362427550,1.0844872406,-0.7939819308,0.6812781729
141022,-0.0027003271,0.0458910792,0.1596940249,0.5958533292,-0.1751574229,-1.6350889809726,0.5567977526,-2.5187009856,0.0959488288,-0.4053688473,-0.2499370926
115594,-0.0510662131,0.0575291003,-0.3498005499,-0.9809372706,0.2879705958,0.0749940366763,-0.2385389603,-1.3104235921,0.2720837699,-0.4229271193,1.5303460974
138003,-0.0572337609,-0.1216829860,-0.2707065635,-0.5674701021,-0.1740536212,-0.5082290456437,0.0344523114,-2.5959025566,0.2890767627,1.1217116321,-2.8588756429
171532,-0.0196220998,-0.2841758424,-0.0260458418,-0.3596030580,0.0558630410,-0.5639735274468,0.0246720016,-3.1942045216,-0.1311659308,-0.1224585207,-0.5632872713
26454,0.0847809997,0.1349994364,-0.0534998210,-0.1074773906,-0.2453499185,-0.9060902233488,-0.0507302800,-1.1901787735,-0.2890685044,-1.0352714709,-0.1646367078
95967,-0.2671390615,-0.1353221991,0.2376593753,0.3186615550,0.5993034857,-2.2901440255950,0.2238762509,0.2681602095,0.4467955445,0.0192134846,-4.6603476631
7576,0.1369258234,-0.0412542526,0.3448807180,-0.2227280060,0.3344964895,-0.9071923801066,-0.0691094805,-2.2621052610,0.7001318586,-0.8696736010,-0.5684817374
113791,0.0425588223,-0.2929562041,-0.0034599508,-0.3826719395,0.1289491496,-0.2032608864975,0.4679773350,-1.0163351570,0.1151367006,-0.2062786572,-1.3322352333
70310,-0.3120512253,-0.1800279996,-0.1904792666,0.5304963832,0.0885587131,-1.5537625566054,-0.2851642604,3.2484933545,0.6807627112,-0.0792533254,2.5910743510
168032,-0.0423360010,0.2215104463,-0.1367936442,1.0499558453,0.7013923690,-0.3091945826119,-0.1314778077,1.7265714192,-0.7127399139,1.0944822231,-2.4619145464
17290,0.3945624435,0.1575588984,-0.2269079089,0.6311949991,-0.8495324355,1.7707667514277,0.2649742290,-0.2544243526,0.1891080069,-0.0126147629,-1.1957989400
165910,-0.2938564652,-0.4247045953,0.0916249963,-0.5389936184,-0.5034355202,-1.5342761912521,0.0030584585,5.1514503242,0.3020141982,-2.0994189217,0.1016539105
64924,0.0186447980,0.0706326800,-0.5288634875,0.4503615814,0.4977249425,-1.2968836292710,0.5901316812,-1.1322115325,-0.4573043458,-0.0999561668,1.4126967709
99891,0.5674993681,-0.0101486403,-0.3082743261,-1.2655725487,-0.2956810699,0.4695237588846,0.0286383684,-1.3412889380,-1.6101398810,2.4552576149,3.6482280676
5964,0.4799421739,0.1737980621,0.0362754060,-0.1788099855,1.0657895188,1.6173817829547,-0.3350073424,2.1225423977,0.5145990660,0.4978034249,2.9757821688
55575,0.2260411703,-0.1332990042,0.3924080404,-0.0570331888,-0.2677684633,1.9002656506400,-0.0604459010,1.1284326115,2.7603686095,-1.1515833687,0.6407465868
86936,0.4279189701,0.3078325437,-0.3550040311,-0.8794425616,0.5776671142,0.7996149496598,-0.3588079091,0.5141236671,0.5132338691,-1.8373298087,3.6944543142
90896,-0.3504545341,-0.1548981919,-0.4588733817,-1.4787530970,0.0108872797,-1.5416700378382,-0.0477323275,0.6996537562,0.4152161478,-0.4397207604,2.2814362809
99739,-0.2431621230,-0.0916395262,-0.2082380455,0.7155282901,1.1528352848,2.3290442992156,0.0215171233,-2.7341865336,-0.3123390848,1.2332711025,-1.1505708464
100088,-0.1488196729,-0.2090730606,-0.0854344503,1.2681941729,-0.3178258288,-0.9371510344028,-0.0218315886,1.6229737509,0.6842303317,0.9198444454,-0.3057569031
2928,0.0076477066,0.0761354918,0.2442643361,0.2258336442,0.4895520439,-3.1094998438781,-0.3020281824,0.8105072242,-1.0484751772,-2.2699497125,2.5055485847
161643,0.0723487236,0.0981518324,0.1035133715,-0.9971014464,0.3485517558,1.1401920992786,-0.0110644075,0.0100142419,1.3860500045,-0.9454911257,0.9350821145
117104,0.2663780727,-0.3922342634,0.0887967616,-0.8468583796,-0.2336974723,-1.1532742065478,0.3383723072,-2.5012832995,-0.3402342909,1.3784824158,1.6114308003
126621,0.0761183325,0.2719293375,-0.0882282921,-0.4473064917,-0.9370182569,0.7251740376338,-0.3684406468,-1.4975506140,0.1069732831,0.7740423636,-0.6481039096
143563,-0.2702866127,0.0132859286,0.0291710152,-0.2454343342,-0.4242666530,-0.3887944474272,0.0726069709,0.8949303940,0.2017403391,0.4592592234,1.7661656016
117337,0.2639278958,0.0947297453,-0.1900865679,-0.3677674820,0.3745866054,-0.0068686953574,-0.2480096171,2.8803385357,-0.7661127490,0.2024439434,2.4600503734
47696,-0.2619730619,0.0552569198,-0.0462840520,-1.4434958926,-0.1249596201,1.8515241398754,0.1363475730,0.9329591456,1.1806194005,-2.3925189689,-2.9165348066
86090,0.1826097328,-0.1531144771,0.2379978604,-0.4530710461,-0.5392174602,-0.3308619144542,0.1864623771,-0.2655571460,1.3902019384,2.3057002494,3.8878212054
54431,-0.3619195159,-0.0929796012,0.1311529660,1.1034260712,-1.2010962143,0.6581642520357,0.1939383932,-1.4288326277,-0.6107163269,0.0639625711,1.6531449409
21834,-0.0886076070,-0.1507610867,-0.2745002990,1.2670596661,-0.3921012451,-1.1582506521870,0.0175101084,-3.2145047644,0.5760588909,-0.2027320608,1.8183936726
129688,0.3237080820,-0.0882204610,-0.0035568950,-0.1253551890,-1.2386046704,0.2404168678569,-0.2403198537,1.9364633832,-0.9137934480,-3.2779753457,0.6526612082
39553,0.4728596322,0.1607663373,0.2372559322,-0.0354291758,0.3875602028,-0.3945844739676,0.1033949634,0.5841267591,0.3772362762,1.5441623146,-1.1633763023
10528,-0.0671788549,-0.3818382927,-0.2668419925,-0.5698362341,0.1792904177,0.4425758833274,0.0870343949,3.0155234132,-0.4351441539,-0.2217348476,0.3315005356
76518,0.0315813298,0.1030295563,0.0464901326,-0.9052697086,-0.3849309415,-2.1594465826866,0.0871067369,-1.7345154351,1.1349766222,-0.3104344881,-1.8746813592
13288,-0.4790664558,-0.0921879145,-0.1262648839,0.0597565257,-0.3669814929,-0.3748832416096,-0.0647415177,1.4705204006,-2.1655580728,-0.6022411958,1.7968790787
154272,0.0485636731,0.0712887938,0.1909116006,-0.8750947836,0.3967802287,-0.4923504245823,0.1402697215,0.3290775010,1.6255838020,-2.0151121989,1.0147464989
105781,0.2103373345,0.3175145416,-0.0968785254,0.5357936222,0.5686179998,1.2783816680166,-0.4810615013,-1.2180519362,0.4705182385,-2.2937284733,-2.6938861624
157218,-0.2788794029,0.1423637998,0.4544653564,-0.2701252090,0.0249296335,-0.4816265905915,0.3072842127,-0.7279236464,1.1238235664,-1.5473149869,-3.7180746408
45857,-0.1250560333,-0.0976824175,-0.0964705999,0.9791848235,0.3285537017,-3.4405677245247,0.1472186582,-0.3059364420,-0.9373658328,0.2804838864,2.0566924481
28061,0.0127633854,-0.3178920191,0.1134502572,0.1905025481,-0.1583043663,-0.4082379615322,0.0342713399,2.8491189889,-0.7244710263,-1.1964126077,-0.6047439640
43408,-0.0958925019,0.0324870291,0.0723147471,-0.1053526032,0.0696975101,1.2230321404474,-0.3389419988,-0.4030729750,0.3332452230,0.7683848501,0.4567635362
90839,0.2735228650,0.2115232945,0.4930461636,-0.8912362079,-0.1039471111,0.8270828897520,-0.1039901396,1.4228862449,0.9329686594,-0.5420997085,1.5686654353
5694,0.1675337840,0.0916318970,-0.0548548849,0.2775245852,1.0901993960,-0.1214345310532,-0.1518058213,1.7795596690,0.9886731510,-0.7875758236,-0.3746720881
162117,0.3070337895,-0.0553114242,0.1324583910,-0.8270761637,-0.0681580404,-1.5435859635006,0.4725681753,1.9347249715,0.2989351931,0.9248852155,0.8218746096
149891,0.0030333872,0.5361432580,0.0195626195,1.1923475613,0.6709677265,-1.7615684435189,-0.1397646409,0.9861114529,0.3827407437,-1.4985918389,-2.5441314299
154631,0.0937187696,-0.0969619188,0.0364268243,-0.7712939453,-0.1007960748,-0.2427865412181,-0.2052997620,-3.1028593014,0.6992811184,0.9481258170,-0.0331207482
56411,0.4606089460,0.3158887632,0.0943667498,-0.4403450737,-0.4189056725,-3.0079684612751,-0.1142288931,-2.1893864385,-0.6966102423,-0.4730080909,0.7145663466
148171,0.4834331412,-0.0317483599,-0.3607276410,0.9267876965,0.6329842159,0.2536436344811,0.1660238169,1.9207402332,0.7109758164,1.5716074318,-0.2569440688
62498,0.0321524826,-0.0832198067,-0.2178861775,-0.0669515825,-0.2620697268,0.7700932464596,-0.3389576566,-1.7780813970,-0.4823865768,-1.7270082063,0.0714844882
154443,-0.0439072283,-0.0340688623,0.0439197764,-0.8876154454,1.0053167489,-0.4451224704229,-0.1166541246,-0.4572106932,-1.0821031251,-0.5932161867,-1.9188794263
127985,0.1677881471,0.3038415286,0.2073290001,-0.0588929919,0.0298519790,-1.8044172661944,0.0942182949,-0.3813286348,0.0488153433,0.7548310014,4.3050659034
5914,0.3456374576,-0.5827321292,-0.2042504497,0.4258473511,0.0301355865,0.9504377161337,-0.2185434067,2.2426212390,0.3636713144,1.8205240493,3.9979833936
123843,-0.5122907604,-0.3242049769,0.2267482687,-1.2560136981,0.7712741579,1.0603163224415,-0.1786443502,2.8710704130,-0.4871985217,-1.1166669166,-3.0730267563
76470,0.1539640866,0.3638101105,0.2659949767,0.5501107198,0.4574589960,0.3592877816603,-0.1199473742,0.6082974440,1.0294749523,1.2456514910,-3.6663499083
108333,0.2204318226,-0.0022238462,0.0122314217,-0.4860053859,-0.1830366102,4.1580977922076,0.0175328177,-2.6998441701,-0.0224451847,-0.3113315448,0.6386975749
138335,0.0993391141,0.3662723197,0.2064248932,0.4337801398,0.6515340291,-1.7926406648381,0.1614265061,1.4797056428,-1.3844321406,0.4152571366,1.6783539518
88086,-0.2407835928,-0.0059600083,-0.0757043008,-0.5382375501,0.3163043202,-1.3711564806409,0.3011377918,-0.1890207109,0.4456147886,-2.7537644605,1.9900226373
112566,-0.2591300969,-0.1121619280,0.0488503941,-0.5470496996,-0.0121479906,-1.5325958069973,0.1288711034,0.3615612857,-0.1484619218,-1.4512779409,-2.0344035549
58454,-0.1841590836,0.0744019606,-0.2411649104,0.5376485061,-0.1394061839,0.6581125485507,0.1515562648,1.1127912998,-0.2405598612,-2.2807102623,0.9730889622
87645,0.2292742439,-0.0845880206,-0.2517692378,1.0740500487,-0.8364879063,-0.0212084702364,-0.3748785089,1.3032131860,-0.6063914185,0.5158519556,0.4736120511
138837,-0.3509898649,-0.1843776225,0.1628974454,-0.5000482183,-0.2200956335,1.6718684727649,0.0995565658,0.4551588636,1.0238877537,0.2940723572,-1.2403717804
154125,0.2456649436,0.0501669567,-0.1374569063,-0.2179947310,-1.1273669847,-0.9827928000145,-0.1400128418,2.8698403476,-1.0846117089,-3.7446943453,-1.3146230862
86497,-0.1445002565,0.1573496397,-0.1436343204,0.9359358117,-0.4907272873,1.3627853718449,0.0569270023,-3.3002772527,1.5745928216,0.9660812011,1.4846434616
79262,-0.0696917151,0.2051168564,0.2027131381,0.4024114653,0.5516007556,1.9130925012331,0.3451452682,-0.8387055764,-0.5174355776,-2.3365765311,-0.7494577000
63709,0.0002004253,-0.1505066159,0.2464013489,1.5892506261,0.2935635384,0.2196573083104,-0.1768050157,-1.6641382462,0.2271795873,0.1872241985,2.1729374242
64117,-0.3619238668,-0.1530831440,-0.0372843940,0.2999984973,0.7522617377,3.6137516096630,-0.1583139705,3.8749899145,-0.1845217478,1.4367242783,2.8556482328
61536,0.2702090228,-0.2483928212,-0.0415517425,1.7299707129,-0.4717921749,0.6172582653834,-0.1699589910,1.4006192899,-1.2763052236,0.3347086008,1.6733035101
16614,-0.0482035447,-0.2639205483,-0.2057252149,-0.4353737712,-0.1707365940,0.8763992159364,0.1142533877,-1.1247547094,-0.4698956992,-1.3632651729,1.6019278285
131908,-0.0533517560,0.0901386217,-0.1315924000,0.0005594573,-0.3121435742,-0.5068837656035,-0.0146955970,-1.6320665862,0.8677355646,-1.7707572592,-0.7990601442
10413,0.2753270909,0.2894757107,0.1778013025,-0.0990218669,-0.4880010936,0.2661109815729,-0.2340841762,4.0847614806,-2.2436436542,1.5808627442,2.5056267309
57551,0.0238861803,0.1837900766,-0.4949042683,-0.5468017699,0.6842697381,0.9742842528794,0.0839535910,-0.8483556324,2.5408187773,-2.8195769601,-1.6050391559
28251,0.2206031674,0.1731911286,-0.0851119213,1.0740610815,0.1745947937,2.5893919750340,-0.3267727517,0.1867785427,0.6016631607,-1.4772784731,-1.8943024167
22230,-0.1790070514,-0.0512980533,-0.0934363552,-0.7081004148,0.1577830306,0.9350963092156,0.1136832043,1.9632071563,0.2935658656,0.3665393324,-4.3496384888
161803,-0.3137229995,-0.4005605705,-0.0953772392,0.9762137370,0.2096012013,1.0325089657806,-0.2955891568,0.0118066189,1.8019912501,0.1199992722,-2.0006353478
3993,0.1536449264,0.2983100354,-0.1459683219,-0.4409949994,0.0637041332,-0.7841012634048,0.2229158619,-0.5053852132,-0.2556212949,0.8220570864,0.2823021491
52312,0.1567229029,0.4723408466,-0.0559976735,-0.3391563368,-0.2421784479,0.2451558292803,-0.1833121588,-2.4977936494,-2.2838124991,-0.1486531006,-1.2979943912
67673,0.1776755694,0.0470542547,0.4534413093,-0.1402203579,0.7420580380,2.6621663320058,0.0797900991,0.6978949684,0.8674904569,-0.4779671698,-2.0444230362
28403,0.3355935559,-0.4088781703,0.0172056065,0.9212696377,0.6568680208,1.4365953478950,-0.2417667827,-0.9705300458,-0.5578991881,-1.0855686380,-0.6503700545
22156,-0.1002231637,0.2027165677,0.0972687441,0.8738877273,0.0012164920,-2.6736431427203,0.0096106183,2.3178725829,0.6871298353,1.8854379187,-1.5871173445
27023,0.3106326907,-0.1856650966,0.0618968663,-0.1794327727,0.8859031096,-0.4479408748868,-0.1176105816,-1.6948101242,0.7219959798,-0.5725371773,0.2636295763
44384,-0.3585962590,0.0181179908,0.0905313130,-0.1584458195,-0.3153781029,-0.2570798866245,0.7722422506,-1.6188413002,-1.3002427581,0.6302051398,1.1160639499
56818,0.2099711123,-0.6544089366,-0.3698407684,-0.2172857182,0.5350820345,-1.5876252452237,0.0629541910,0.9731307429,0.2533327126,-2.7572026379,-1.2564674333
104129,-0.2360935303,0.0912785336,0.2110554506,0.4799647308,0.1399999723,2.4277740191180,0.3962797269,-2.0391873608,0.5824087929,-0.6983650790,1.5650747816
82096,0.1995395983,-0.3446339430,-0.3041424491,0.9763198646,0.1577531511,-1.2480453325086,-0.0757431366,-3.1123066545,-1.2365318882,-1.0308284671,2.3751600611
104072,-0.1198775774,0.4639742476,-0.1092507737,1.1709735881,-0.4738379566,-0.6794527047003,-0.6548563934,-2.3082771687,-1.4024689042,0.7025403977,-1.6010652604
111076,0.1525761767,-0.0165471465,-0.0366252694,0.1401482328,-0.6359992972,2.7662691606339,-0.0032928655,1.7851035493,0.7182215692,0.6642338326,-0.1334665992
104426,0.2324584604,0.0744522838,-0.0219958217,-0.6505503385,-0.0727639310,-0.4609036950111,0.0556610616,-0.5374331513,-1.1956630814,1.8696883635,-0.2540278582
92486,-0.0838058393,0.2407463539,0.5740873387,0.9282520017,0.0622631570,-1.6037302070993,0.0482803983,-0.5937267635,1.9671765823,-0.9247621820,1.8050973476
126638,-0.2792455641,0.3290835228,-0.3547267162,0.5829080606,-0.3662222919,-0.2846556517715,0.1838784513,-0.4333012229,-0.0810501980,0.3695888589,-2.0388848704
144561,-0.2628388876,-0.2135224503,-0.1315000878,0.9246210841,-0.4393018263,1.7248051327329,-0.0552937373,2.2052881801,-0.4721562040,0.9217905000,-0.7385278253
99196,0.1952404954,0.1212618195,0.2428589474,-0.2777615797,0.1400105983,1.0167112923266,-0.1211304219,-2.2711272263,0.5367997844,0.0156425459,-2.5974823444
168217,0.4271776556,0.2142798929,-0.0311340099,-1.5488913581,-0.3326886184,-1.7186995559558,0.1091461011,0.6815054420,-1.6408478446,0.8022217513,2.6423539576
138060,0.3776243195,-0.1575481907,-0.8473327659,-0.2637431432,0.9815606971,-0.5538831426353,0.0243942038,1.7383116153,-0.3380734184,-1.4166722113,-1.3609170570
138095,0.1536386681,-0.1741147489,-0.5274358224,0.8384371104,0.1318811517,-2.7064800248130,-0.4555324282,-3.1628881703,-1.1510325458,0.6717262915,-1.7111446871
75161,-0.1914859303,0.4073501410,0.2278796778,-0.1451362356,-0.7458660197,0.0950731559065,-0.5185343970,1.9051788068,-0.2021920154,0.9885540669,-1.9065072540
50199,-0.1991026168,0.3259223807,-0.3545149482,0.4175550463,-0.1901503580,-0.0957182130823,0.0409246255,-0.6387068063,0.3024651462,0.2613890374,-0.0558619991
107896,-0.3132016511,-0.1430308457,-0.0977985167,-0.9215525627,0.1078156982,-2.4644165020539,0.2788767700,-1.3676986557,-1.7643060981,1.7525307142,-0.1138132278
72745,-0.2011003333,-0.1590208019,0.0099869098,-0.5451793484,0.4215905064,0.8339800232949,-0.4200977748,0.0372934977,-0.1113300872,-0.8917637893,1.1967832690
129191,0.0093394126,0.0680713767,-0.2242868872,0.0709573561,-0.3834125336,-0.7673912009596,0.2759593293,-0.6093753711,-0.6000022099,1.1388751588,1.3612058812
160259,-0.2544358649,0.1799732469,-0.3604683557,0.0104202148,-0.8327808127,0.1873123197728,0.1033203160,2.8745184407,0.8812959820,-0.8591692794,-0.9749763268
15574,-0.1541349324,0.4336969518,-0.0468811647,0.1415129095,0.0230894023,-0.3551507650452,-0.1083094930,-3.9489929782,-0.1389289600,-0.1777763331,-2.1525048373
111905,-0.2969837949,-0.4041870558,0.1696925529,-0.9790766783,0.2676059834,-1.3733984013706,-0.2685453205,0.9539790076,-0.2464746714,-0.7164562451,4.2358513616
72103,-0.0057583000,0.2086201238,-0.1462561236,0.2756629258,-1.2670087971,-1.1035032962101,-0.2600718490,1.1838643245,0.8205645976,-1.1979754004,-1.8507782744
82577,0.1748283152,0.0381448732,0.1971930858,0.6463351259,0.2814056928,-0.5546737339359,-0.0269543479,-0.5839527274,0.7026458302,1.7436050218,0.3985304136
153416,0.2672380263,0.0612362070,-0.0686114198,0.7903267387,-0.2876265107,1.0890886404803,-0.1234260672,-2.0610552539,2.4335825394,-0.7604410191,-2.7556823872
